36.5434,78.382,0.0115051,1
40.637,75.9865,0.018013,1
47.329,73.9197,-0.0215149,1
52.9671,71.644,-0.00389862,1
58.6556,69.2712,0.017952,1
65.3632,66.6136,0.000686646,1
74.3509,63.7247,0.0225754,1
77.4736,53.5775,-0.00307083,1
75.1298,50.3549,-0.0250053,1
73.7379,47.1236,0.0157204,1
70.8394,41.2248,-0.0233307,1
69.9454,38.1898,-0.000621796,1
68.6103,33.804,-9.53674e-05,1
68.5998,29.1167,0.000598907,1
67.5063,24.868,0.0192337,1
63.0658,20.2727,0.019352,1
63.6403,18.7106,0.0206871,1
62.2761,14.8927,0.0154228,1
60.7729,11.0888,0.0181923,1
59.4918,7.38469,-0.0154648,1
58.2389,5.09008,-5.34058e-05,1
57.2914,1.74382,0.00438309,1
54.4959,-3.44963,0.00875473,1
52.9149,-7.4794,0.00197983,1
51.0467,-13.0222,-0.000728607,1
51.253,-13.7497,-0.000297546,1
49.3169,-18.518,0.013958,1
47.2281,-23.1741,-0.0277634,1
43.0475,-21.7271,0.00445938,1
36.4454,-18.8023,0.000850677,1
30.5007,-16.0123,0.006073,1
25.6974,-14.0923,-0.0114441,1
19.9736,-11.5353,-0.00644684,1
14.1352,-8.18106,0.00794983,1
8.80626,-6.65809,0.00300217,1
0.800444,-2.49482,-0.00729752,1
-0.750933,0.469334,0.00486755,1
0.295938,3.57052,1.90735e-05,1
1.29415,6.20426,0.00130463,1
2.46037,8.68209,-0.00232315,1
3.13823,11.8832,0.00619507,1
4.76689,15.9128,-0.00312805,1
6.11767,20.6166,-0.00309753,1
8.22771,25.2742,0.00636673,1
14.5598,39.5373,0.00214767,1
15.2508,43.0593,0.00849533,1
17.9817,48.6422,0.00835419,1
20.5417,53.6477,0.00343704,1
22.8227,58.5059,0.00696182,1
29.9498,73.5791,-0.00324631,1
33.5878,79.6906,0.0130119,1
34.348,84.9774,0.00938034,1
35.1277,89.8109,0.00191879,1
39.3558,96.4529,0.00939178,1
42.0171,102.242,0.00676727,1
44.653,109.383,0.00911522,1
48.923,118.111,0.0102329,1
51.2545,124.836,0.00111771,1
53.6961,130.115,-0.0118027,1
55.5294,136.059,0.0153122,1
57.2128,140.246,-0.00596237,1
62.2324,150.643,0.0129204,1
67.2352,155.718,-0.00565338,1
70.4239,155.849,-0.00443459,1
74.1579,154.568,-0.00106049,1
77.686,152.658,0.00610733,1
83.9181,150.174,-0.0251217,1
86.6343,148.371,-0.00287247,1
100.098,143.784,0.0154228,1
105.373,141.399,0.00569153,1
111.836,134.266,0.00521469,1
108.66,127.507,0.0100861,1
105.942,119.344,0.0158958,1
105.357,116.897,-0.00778961,1
103.863,114.187,-0.00888443,1
102.116,110.53,-0.00178528,1
97.4664,97.2518,-0.000148773,1
94.9176,91.0501,-0.023037,1
93.9789,88.2611,-0.0064888,1
91.829,85.1607,-0.0102615,1
90.3846,80.9819,-0.0255013,1
89.2658,75.7465,0.013073,1
